Id,Date,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,S%,ixG,iCF,iFF,iSCF,iHDCF,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
8481559,2023-03-30,2023-03-30 NYR at N.J,N.J,14.766666666667,15,7,68.18,10,5,66.67,7,5,58.33,0,0,,0.74,0.39,65.76,11,4,73.33,0,0,,4,2,66.67,0,0,,7,2,77.78,0,0,,4,2,66.67,0,0,,0.0,100.0,1.0,1,2,0,14,100.0,3,3,1,75.0,0,0,0,0,0,,2,0.0,0.25,4,4,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,5,16.67
8481559,2023-04-01,2023-04-01 N.J at CHI,N.J,15.216666666666999,20,12,62.5,17,12,58.62,14,8,63.64,2,0,100.0,0.82,0.49,62.64,9,4,69.23,1,0,100.0,3,1,75.0,1,0,100.0,6,3,66.67,0,0,,11,8,57.89,1,0,100.0,14.29,100.0,1.143,3,1,0,15,100.0,7,2,0,100.0,0,2,1,1,2,100.0,2,0.0,0.07,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,55.56
8481559,2023-04-02,2023-04-02 N.J at WPG,N.J,16.25,17,11,60.71,9,9,50.0,7,7,50.0,0,0,,0.95,0.58,61.98,9,7,56.25,0,0,,5,3,62.5,0,0,,4,4,50.0,0,0,,6,2,75.0,0,0,,0.0,100.0,1.0,2,5,1,10,66.67,4,5,2,66.67,0,0,0,0,0,,2,0.0,0.28,4,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2,6,25.0
8481559,2023-04-04,2023-04-04 PIT at N.J,N.J,13.35,20,7,74.07,17,4,80.95,9,1,90.0,1,0,100.0,0.94,0.33,73.88,14,3,82.35,1,0,100.0,6,0,100.0,0,0,,8,3,72.73,1,0,100.0,5,4,55.56,0,0,,11.11,100.0,1.111,1,2,0,11,100.0,2,3,1,66.67,0,0,0,0,0,0.0,3,0.0,0.33,7,5,5,1,1,0,0,0,0,0,0,1,0,0,1,0,5,1,83.33
8481559,2023-04-06,2023-04-06 CBJ at N.J,N.J,11.283333333333001,8,9,47.06,6,4,60.0,4,3,57.14,2,1,66.67,0.47,0.59,44.28,5,7,41.67,2,1,66.67,2,2,50.0,1,1,50.0,3,5,37.5,1,0,100.0,3,2,60.0,0,0,,50.0,66.67,1.167,1,2,0,9,100.0,2,3,1,66.67,1,1,0,1,2,100.0,1,100.0,0.17,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,50.0
8481559,2023-04-08,2023-04-08 N.J at BOS,N.J,15.85,16,18,47.06,13,16,44.83,9,14,39.13,1,1,50.0,1.1,0.74,59.72,11,9,55.0,1,1,50.0,8,2,80.0,1,0,100.0,3,7,30.0,0,1,0.0,4,7,36.36,0,0,,11.11,92.86,1.04,7,1,2,11,77.78,9,2,4,69.23,0,1,1,0,1,100.0,1,0.0,0.49,5,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,1,11,8.33
8481559,2023-04-11,2023-04-11 BUF at N.J,N.J,17.366666666666998,18,13,58.06,17,8,68.0,11,3,78.57,0,0,,1.03,0.65,61.14,11,7,61.11,0,0,,3,1,75.0,0,0,,8,6,57.14,0,0,,6,5,54.55,0,0,,0.0,100.0,1.0,2,3,4,13,33.33,6,5,4,60.0,0,0,0,0,0,,1,0.0,0.04,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,7,5,58.33
8481559,2023-04-13,2023-04-13 N.J at WSH,N.J,17.166666666667,28,9,75.68,21,8,72.41,8,4,66.67,1,2,33.33,1.43,0.71,66.8,19,6,76.0,1,2,33.33,8,3,72.73,1,1,50.0,11,3,78.57,0,1,0.0,9,3,75.0,0,0,,12.5,50.0,0.625,3,3,2,12,60.0,7,3,5,58.33,0,1,0,1,1,100.0,3,0.0,0.28,10,5,6,3,0,0,0,0,0,0,0,2,0,1,1,0,1,4,20.0
8481559,2023-10-12,2023-10-12 DET at N.J,N.J,14.533333333333001,14,16,46.67,12,11,52.17,7,9,43.75,2,1,66.67,1.05,0.64,62.26,8,4,66.67,1,1,50.0,2,1,66.67,0,1,0.0,6,3,66.67,1,0,100.0,7,11,38.89,1,0,100.0,28.57,88.89,1.175,3,1,0,14,100.0,4,3,1,80.0,1,0,0,0,1,50.0,2,50.0,0.32,4,3,3,0,1,2,1,1,0,0,1,0,2,0,0,0,2,4,33.33
8481559,2023-10-13,2023-10-13 ARI at N.J,N.J,15.583333333333002,19,14,57.58,14,11,56.0,10,9,52.63,0,0,,0.71,1.07,39.78,7,11,38.89,0,0,,0,5,0.0,0,0,,7,6,53.85,0,0,,10,3,76.92,0,0,,0.0,100.0,1.0,2,2,0,16,100.0,5,3,2,71.43,0,0,0,0,0,,3,0.0,0.2,6,5,3,0,0,0,0,0,0,0,0,2,2,0,0,0,4,6,40.0
8481559,2023-10-16,2023-10-16 FLA at N.J,N.J,15.95,24,14,63.16,18,11,62.07,12,9,57.14,0,2,0.0,0.94,0.73,56.4,14,6,70.0,0,2,0.0,5,3,62.5,0,2,0.0,9,3,75.0,0,0,,11,7,61.11,0,0,,0.0,77.78,0.778,1,2,0,15,100.0,5,5,1,83.33,0,0,0,0,0,,3,0.0,0.21,6,4,3,1,0,0,0,0,0,0,1,2,1,0,0,0,1,8,11.11
8481559,2023-10-20,2023-10-20 N.J at NYI,N.J,17.333333333333,23,15,60.53,16,12,57.14,11,11,50.0,0,3,0.0,0.8,0.7,53.22,13,8,61.9,0,2,0.0,5,2,71.43,0,0,,8,6,57.14,0,2,0.0,10,7,58.82,0,1,0.0,0.0,72.73,0.727,1,3,2,13,33.33,3,7,4,42.86,0,0,0,0,0,,2,0.0,0.16,9,4,6,1,0,0,0,0,0,0,0,0,1,1,1,0,2,8,20.0
8481559,2023-10-24,2023-10-24 N.J at MTL,N.J,14.766666666667,22,7,75.86,17,5,77.27,10,5,66.67,1,0,100.0,1.09,0.34,76.22,13,3,81.25,1,0,100.0,4,3,57.14,0,0,,9,0,100.0,1,0,100.0,7,3,70.0,0,0,,10.0,100.0,1.1,4,4,0,10,100.0,7,4,1,87.5,0,1,1,0,1,100.0,1,0.0,0.47,6,5,5,3,2,0,0,0,0,0,0,1,1,1,0,1,1,10,9.09
8481559,2023-10-25,2023-10-25 WSH at N.J,N.J,17.066666666667,25,15,62.5,15,10,60.0,11,7,61.11,3,1,75.0,1.32,0.45,74.48,17,6,73.91,3,1,75.0,7,1,87.5,3,0,100.0,10,5,66.67,0,1,0.0,9,8,52.94,0,0,,27.27,85.71,1.13,3,1,1,16,75.0,6,5,3,66.67,0,3,1,2,3,100.0,3,0.0,0.11,6,3,4,0,3,0,0,0,0,0,0,1,1,0,0,0,4,8,33.33
8481559,2023-10-27,2023-10-27 BUF at N.J,N.J,14.266666666667,11,15,42.31,4,13,23.53,2,8,20.0,0,2,0.0,0.28,1.04,21.16,7,7,50.0,0,2,0.0,3,5,37.5,0,1,0.0,4,2,66.67,0,1,0.0,5,8,38.46,0,0,,0.0,75.0,0.75,3,1,2,14,60.0,8,2,2,80.0,0,0,0,0,0,,1,0.0,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,50.0
8481559,2023-10-29,2023-10-29 MIN at N.J,N.J,16.083333333333,19,16,54.29,12,10,54.55,8,8,50.0,0,0,,0.59,0.52,53.15,11,8,57.89,0,0,,2,1,66.67,0,0,,9,7,56.25,0,0,,7,7,50.0,0,0,,0.0,100.0,1.0,3,2,1,12,75.0,5,3,1,83.33,0,0,0,0,0,,1,0.0,0.06,4,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,3,6,33.33
8481559,2023-11-02,2023-11-02 N.J at MIN,N.J,16.333333333333,14,14,50.0,12,11,52.17,8,7,53.33,0,1,0.0,0.58,0.66,47.11,7,5,58.33,0,1,0.0,4,3,57.14,0,1,0.0,3,2,60.0,0,0,,8,8,50.0,0,0,,0.0,85.71,0.857,3,1,2,15,60.0,4,2,2,66.67,0,0,0,0,0,,2,0.0,0.12,4,3,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1,4,20.0
8481559,2023-11-03,2023-11-03 N.J at STL,N.J,2.9333333333333,2,3,40.0,2,2,50.0,1,2,33.33,0,0,,0.12,0.03,80.3,1,0,100.0,0,0,,1,0,100.0,0,0,,0,0,,0,0,,1,3,25.0,0,0,,0.0,100.0,1.0,0,0,0,4,,0,0,0,,0,0,0,0,0,,1,0.0,0.07,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
